tomcat/webapps/examples/WEB-INF/classes/websocket/snake/Location.java,25,40,tomcat/output/build/webapps/examples/WEB-INF/classes/websocket/snake/Location.java,25,40,filtered,Found in type1 clones,,,,
tomcat/webapps/examples/WEB-INF/classes/websocket/snake/Location.java,9,23,tomcat/output/build/webapps/examples/WEB-INF/classes/websocket/snake/Location.java,9,23,filtered,Found in type1 clones,,,,
tomcat/webapps/examples/WEB-INF/classes/websocket/drawboard/DrawboardEndpoint.java,18,31,tomcat/output/build/webapps/examples/WEB-INF/classes/websocket/drawboard/DrawboardEndpoint.java,18,31,filtered,Found in type1 clones,,,,
tomcat/webapps/examples/WEB-INF/classes/compressionFilters/CompressionServletResponseWrapper.java,95,116,tomcat/output/build/webapps/examples/WEB-INF/classes/compressionFilters/CompressionServletResponseWrapper.java,95,116,filtered,Found in type1 clones,,,,
tomcat/webapps/examples/WEB-INF/classes/compressionFilters/CompressionServletResponseWrapper.java,82,93,tomcat/output/build/webapps/examples/WEB-INF/classes/compressionFilters/CompressionServletResponseWrapper.java,82,93,filtered,Found in type1 clones,,,,
tomcat/webapps/examples/WEB-INF/classes/websocket/drawboard/DrawboardEndpoint.java,92,128,tomcat/output/build/webapps/examples/WEB-INF/classes/websocket/drawboard/DrawboardEndpoint.java,92,128,filtered,Found in type1 clones,,,,
tomcat/webapps/examples/WEB-INF/classes/websocket/snake/SnakeAnnotation.java,62,72,tomcat/output/build/webapps/examples/WEB-INF/classes/websocket/snake/SnakeAnnotation.java,62,72,filtered,Found in type1 clones,,,,
tomcat/output/build/webapps/examples/WEB-INF/classes/util/HTMLFilter.java,3,29,tomcat/java/org/apache/jasper/security/SecurityUtil.java,12,38,filtered,Found in type1 clones,,,,
tomcat/webapps/examples/WEB-INF/classes/async/Stockticker.java,42,73,tomcat/output/build/webapps/examples/WEB-INF/classes/async/Stockticker.java,42,73,filtered,Found in type1 clones,,,,
tomcat/webapps/examples/WEB-INF/classes/websocket/drawboard/Room.java,138,163,tomcat/output/build/webapps/examples/WEB-INF/classes/websocket/drawboard/Room.java,138,163,filtered,Found in type1 clones,,,,
